"Terms","Docs","Freq","post.link","author.id","author.name","author.link","post.dt","categories","locations","comments.num","role","location","Prov","Regione","Latitudine.Prov","Longitudine.Prov"
"rolemaster","6358",1,"https://www.gdrplayers.it/firenze-cercasi-gruppo-dd-3-5pathfinder","fuzzywolf","fuzzywolf","https://www.gdrplayers.it/author/fuzzywolf/",2011-05-03 14:53:18,"Ricerca giocatori","Firenze",7,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","16995",1,"https://www.gdrplayers.it/firenze-cercasi-gruppo-ddsine-requiealtro-cartaceo","melissande","Melissande","https://www.gdrplayers.it/author/melissande/",2012-09-24 08:05:50,"Ricerca giocatori","Firenze",1,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"sine requie","16995",1,"https://www.gdrplayers.it/firenze-cercasi-gruppo-ddsine-requiealtro-cartaceo","melissande","Melissande","https://www.gdrplayers.it/author/melissande/",2012-09-24 08:05:50,"Ricerca giocatori","Firenze",1,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"vampire the masquerade","16995",1,"https://www.gdrplayers.it/firenze-cercasi-gruppo-ddsine-requiealtro-cartaceo","melissande","Melissande","https://www.gdrplayers.it/author/melissande/",2012-09-24 08:05:50,"Ricerca giocatori","Firenze",1,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","16592",1,"https://www.gdrplayers.it/firenze-cercasi-gruppo-deathwatch","long","Long","https://www.gdrplayers.it/author/long/",2012-09-17 18:10:20,"Ricerca giocatori","Firenze",4,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"dark heresy","16592",1,"https://www.gdrplayers.it/firenze-cercasi-gruppo-deathwatch","long","Long","https://www.gdrplayers.it/author/long/",2012-09-17 18:10:20,"Ricerca giocatori","Firenze",4,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"deathwatch","16592",1,"https://www.gdrplayers.it/firenze-cercasi-gruppo-deathwatch","long","Long","https://www.gdrplayers.it/author/long/",2012-09-17 18:10:20,"Ricerca giocatori","Firenze",4,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"warhammer","16592",1,"https://www.gdrplayers.it/firenze-cercasi-gruppo-deathwatch","long","Long","https://www.gdrplayers.it/author/long/",2012-09-17 18:10:20,"Ricerca giocatori","Firenze",4,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"anime e sangue","68885",1,"https://www.gdrplayers.it/firenze-cercasi-gruppo-dm-giocatore","gfox","Gfox","https://www.gdrplayers.it/author/gfox/",2017-08-31 10:00:01,"Ricerca giocatori","Firenze",3,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"call of cthulhu","68885",1,"https://www.gdrplayers.it/firenze-cercasi-gruppo-dm-giocatore","gfox","Gfox","https://www.gdrplayers.it/author/gfox/",2017-08-31 10:00:01,"Ricerca giocatori","Firenze",3,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","68885",1,"https://www.gdrplayers.it/firenze-cercasi-gruppo-dm-giocatore","gfox","Gfox","https://www.gdrplayers.it/author/gfox/",2017-08-31 10:00:01,"Ricerca giocatori","Firenze",3,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"pathfinder","68885",1,"https://www.gdrplayers.it/firenze-cercasi-gruppo-dm-giocatore","gfox","Gfox","https://www.gdrplayers.it/author/gfox/",2017-08-31 10:00:01,"Ricerca giocatori","Firenze",3,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"sine requie","68885",1,"https://www.gdrplayers.it/firenze-cercasi-gruppo-dm-giocatore","gfox","Gfox","https://www.gdrplayers.it/author/gfox/",2017-08-31 10:00:01,"Ricerca giocatori","Firenze",3,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","20115",1,"https://www.gdrplayers.it/firenze-cercasi-master-comune-di-pontassieve-dd-3-5","metwit","Metwit","https://www.gdrplayers.it/author/metwit/",2013-01-13 09:54:55,"Ricerca giocatori","Firenze",6,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","14382",1,"https://www.gdrplayers.it/firenze-cercasi-master-dd-pathfinder","raven","Raven","https://www.gdrplayers.it/author/raven/",2012-05-27 14:00:49,"Ricerca giocatori","Firenze",1,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"pathfinder","14382",1,"https://www.gdrplayers.it/firenze-cercasi-master-dd-pathfinder","raven","Raven","https://www.gdrplayers.it/author/raven/",2012-05-27 14:00:49,"Ricerca giocatori","Firenze",1,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"call of cthulhu","17864",1,"https://www.gdrplayers.it/firenze-cercasi-master-eo-gruppi","lady-percy","Lady Percy","https://www.gdrplayers.it/author/lady-percy/",2012-10-18 08:56:41,"Ricerca giocatori","Firenze",5,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","17864",1,"https://www.gdrplayers.it/firenze-cercasi-master-eo-gruppi","lady-percy","Lady Percy","https://www.gdrplayers.it/author/lady-percy/",2012-10-18 08:56:41,"Ricerca giocatori","Firenze",5,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"dogs in the vineyard","17864",1,"https://www.gdrplayers.it/firenze-cercasi-master-eo-gruppi","lady-percy","Lady Percy","https://www.gdrplayers.it/author/lady-percy/",2012-10-18 08:56:41,"Ricerca giocatori","Firenze",5,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","6516",1,"https://www.gdrplayers.it/firenze-cercasi-master-per-gdr-fantasy-dd-warhammer-gurps-etc","cryo","Cryo","https://www.gdrplayers.it/author/cryo/",2011-05-12 18:41:46,"Ricerca giocatori","Firenze",3,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"gurps","6516",1,"https://www.gdrplayers.it/firenze-cercasi-master-per-gdr-fantasy-dd-warhammer-gurps-etc","cryo","Cryo","https://www.gdrplayers.it/author/cryo/",2011-05-12 18:41:46,"Ricerca giocatori","Firenze",3,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"warhammer","6516",1,"https://www.gdrplayers.it/firenze-cercasi-master-per-gdr-fantasy-dd-warhammer-gurps-etc","cryo","Cryo","https://www.gdrplayers.it/author/cryo/",2011-05-12 18:41:46,"Ricerca giocatori","Firenze",3,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"pathfinder","42061",1,"https://www.gdrplayers.it/firenze-cerchiamo-1-2-giocatori-per-campagna-pathfinder-lvl-1-20","miedomeda","Miedomeda","https://www.gdrplayers.it/author/miedomeda/",2014-11-18 14:35:03,"Ricerca giocatori","Firenze",0,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","11518",1,"https://www.gdrplayers.it/firenze-cerchiamo-giocatoritrici-per-campagna-di-gurps-con-ambientazione-fantasy","gabrielbyrne","GabrielByrne","https://www.gdrplayers.it/author/gabrielbyrne/",2012-01-13 09:12:14,"Ricerca giocatori","Firenze",2,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"gurps","11518",1,"https://www.gdrplayers.it/firenze-cerchiamo-giocatoritrici-per-campagna-di-gurps-con-ambientazione-fantasy","gabrielbyrne","GabrielByrne","https://www.gdrplayers.it/author/gabrielbyrne/",2012-01-13 09:12:14,"Ricerca giocatori","Firenze",2,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","34327",1,"https://www.gdrplayers.it/firenze-cerchiamo-master-e-giocatore-per-gdr-cartaceo","darkjergal","DarkJergal","https://www.gdrplayers.it/author/darkjergal/",2014-02-11 17:45:10,"Ricerca giocatori","Firenze",6,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"pathfinder","34327",1,"https://www.gdrplayers.it/firenze-cerchiamo-master-e-giocatore-per-gdr-cartaceo","darkjergal","DarkJergal","https://www.gdrplayers.it/author/darkjergal/",2014-02-11 17:45:10,"Ricerca giocatori","Firenze",6,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"sine requie","34327",1,"https://www.gdrplayers.it/firenze-cerchiamo-master-e-giocatore-per-gdr-cartaceo","darkjergal","DarkJergal","https://www.gdrplayers.it/author/darkjergal/",2014-02-11 17:45:10,"Ricerca giocatori","Firenze",6,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"ad&d","1352",1,"https://www.gdrplayers.it/firenze-cerco-compagni-davventura","calimalla","Calimalla","https://www.gdrplayers.it/author/calimalla/",2010-05-18 15:19:24,"Ricerca giocatori","Firenze",4,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"call of cthulhu","1352",1,"https://www.gdrplayers.it/firenze-cerco-compagni-davventura","calimalla","Calimalla","https://www.gdrplayers.it/author/calimalla/",2010-05-18 15:19:24,"Ricerca giocatori","Firenze",4,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"cyberpunk","1352",1,"https://www.gdrplayers.it/firenze-cerco-compagni-davventura","calimalla","Calimalla","https://www.gdrplayers.it/author/calimalla/",2010-05-18 15:19:24,"Ricerca giocatori","Firenze",4,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","1352",1,"https://www.gdrplayers.it/firenze-cerco-compagni-davventura","calimalla","Calimalla","https://www.gdrplayers.it/author/calimalla/",2010-05-18 15:19:24,"Ricerca giocatori","Firenze",4,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"kult","1352",1,"https://www.gdrplayers.it/firenze-cerco-compagni-davventura","calimalla","Calimalla","https://www.gdrplayers.it/author/calimalla/",2010-05-18 15:19:24,"Ricerca giocatori","Firenze",4,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"star wars","1352",1,"https://www.gdrplayers.it/firenze-cerco-compagni-davventura","calimalla","Calimalla","https://www.gdrplayers.it/author/calimalla/",2010-05-18 15:19:24,"Ricerca giocatori","Firenze",4,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"stormbringer","1352",1,"https://www.gdrplayers.it/firenze-cerco-compagni-davventura","calimalla","Calimalla","https://www.gdrplayers.it/author/calimalla/",2010-05-18 15:19:24,"Ricerca giocatori","Firenze",4,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"vampire the masquerade","1352",1,"https://www.gdrplayers.it/firenze-cerco-compagni-davventura","calimalla","Calimalla","https://www.gdrplayers.it/author/calimalla/",2010-05-18 15:19:24,"Ricerca giocatori","Firenze",4,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","68938",1,"https://www.gdrplayers.it/firenze-cerco-giocatori-dd-pathfinder","vincent","Vincent","https://www.gdrplayers.it/author/vincent/",2017-09-01 12:00:35,"Ricerca giocatori","Firenze",4,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"pathfinder","68938",1,"https://www.gdrplayers.it/firenze-cerco-giocatori-dd-pathfinder","vincent","Vincent","https://www.gdrplayers.it/author/vincent/",2017-09-01 12:00:35,"Ricerca giocatori","Firenze",4,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","63392",1,"https://www.gdrplayers.it/firenze-cerco-giocatori-ruolo","aleeeeex","aleeeeex","https://www.gdrplayers.it/author/aleeeeex/",2017-03-06 08:00:32,"Ricerca giocatori","Firenze",5,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"call of cthulhu","63105",1,"https://www.gdrplayers.it/firenze-cerco-giocatorigruppo","gunslinger","Gunslinger","https://www.gdrplayers.it/author/gunslinger/",2017-02-25 14:00:02,"Ricerca giocatori","Firenze",3,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"cyberpunk","63105",1,"https://www.gdrplayers.it/firenze-cerco-giocatorigruppo","gunslinger","Gunslinger","https://www.gdrplayers.it/author/gunslinger/",2017-02-25 14:00:02,"Ricerca giocatori","Firenze",3,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","63105",1,"https://www.gdrplayers.it/firenze-cerco-giocatorigruppo","gunslinger","Gunslinger","https://www.gdrplayers.it/author/gunslinger/",2017-02-25 14:00:02,"Ricerca giocatori","Firenze",3,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"eclipse phase","63105",1,"https://www.gdrplayers.it/firenze-cerco-giocatorigruppo","gunslinger","Gunslinger","https://www.gdrplayers.it/author/gunslinger/",2017-02-25 14:00:02,"Ricerca giocatori","Firenze",3,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"numenera","63105",1,"https://www.gdrplayers.it/firenze-cerco-giocatorigruppo","gunslinger","Gunslinger","https://www.gdrplayers.it/author/gunslinger/",2017-02-25 14:00:02,"Ricerca giocatori","Firenze",3,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"warhammer","63105",1,"https://www.gdrplayers.it/firenze-cerco-giocatorigruppo","gunslinger","Gunslinger","https://www.gdrplayers.it/author/gunslinger/",2017-02-25 14:00:02,"Ricerca giocatori","Firenze",3,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","15518",1,"https://www.gdrplayers.it/firenze-cerco-gruppo-di-giocatori-per-unirmi","elithra","Elithra","https://www.gdrplayers.it/author/elithra/",2012-07-24 15:07:47,"Ricerca giocatori","Firenze",1,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","14634",1,"https://www.gdrplayers.it/firenze-cerco-gruppo-dnd-3-5-posso-fare-anche-dm","rulah87","Rulah87","https://www.gdrplayers.it/author/rulah87/",2012-06-12 16:29:25,"Ricerca giocatori","Firenze",3,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","1190",1,"https://www.gdrplayers.it/firenze-cerco-gruppo-dnd-pathfinder","ruttaheim","Ruttaheim","https://www.gdrplayers.it/author/ruttaheim/",2010-04-30 11:15:35,"Ricerca giocatori","Firenze",3,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"pathfinder","1190",1,"https://www.gdrplayers.it/firenze-cerco-gruppo-dnd-pathfinder","ruttaheim","Ruttaheim","https://www.gdrplayers.it/author/ruttaheim/",2010-04-30 11:15:35,"Ricerca giocatori","Firenze",3,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"ad&d","889",1,"https://www.gdrplayers.it/firenze-cerco-gruppo-dungeons-dragons","cr4zyc0w","Cr4zyc0w","https://www.gdrplayers.it/author/cr4zyc0w/",2010-03-26 09:00:39,"Ricerca giocatori","Firenze",5,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","889",1,"https://www.gdrplayers.it/firenze-cerco-gruppo-dungeons-dragons","cr4zyc0w","Cr4zyc0w","https://www.gdrplayers.it/author/cr4zyc0w/",2010-03-26 09:00:39,"Ricerca giocatori","Firenze",5,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","5589",1,"https://www.gdrplayers.it/firenze-cerco-gruppo-giocatori-dungeons-dragons","matteo-ceccarelli","mattetek","https://www.gdrplayers.it/author/matteo-ceccarelli/",2011-03-29 14:39:06,"Ricerca giocatori","Firenze",9,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","18444",1,"https://www.gdrplayers.it/firenze-cerco-gruppo-per-giochi-di-ruolo","dariosmp","Dariosmp","https://www.gdrplayers.it/author/dariosmp/",2012-11-16 13:24:08,"Ricerca giocatori","Firenze",0,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"pathfinder","18444",1,"https://www.gdrplayers.it/firenze-cerco-gruppo-per-giochi-di-ruolo","dariosmp","Dariosmp","https://www.gdrplayers.it/author/dariosmp/",2012-11-16 13:24:08,"Ricerca giocatori","Firenze",0,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","62961",1,"https://www.gdrplayers.it/firenze-cerco-gruppo","diego-mangani","diego mangani","https://www.gdrplayers.it/author/diego-mangani/",2017-02-23 11:00:19,"Ricerca giocatori","Firenze",0,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"pathfinder","62961",1,"https://www.gdrplayers.it/firenze-cerco-gruppo","diego-mangani","diego mangani","https://www.gdrplayers.it/author/diego-mangani/",2017-02-23 11:00:19,"Ricerca giocatori","Firenze",0,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","17151",1,"https://www.gdrplayers.it/firenze-cerco-un-gruppo-di-dnd-eo-1-2-giocatori-per-gruppo-gia-pronto","rulah87","Rulah87","https://www.gdrplayers.it/author/rulah87/",2012-09-27 15:58:51,"Ricerca giocatori","Firenze",1,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"pathfinder","17151",1,"https://www.gdrplayers.it/firenze-cerco-un-gruppo-di-dnd-eo-1-2-giocatori-per-gruppo-gia-pronto","rulah87","Rulah87","https://www.gdrplayers.it/author/rulah87/",2012-09-27 15:58:51,"Ricerca giocatori","Firenze",1,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"cyberpunk","21108",1,"https://www.gdrplayers.it/firenze-cyberpunk-2020","mark-bad","Mark Bad","https://www.gdrplayers.it/author/mark-bad/",2013-02-17 19:25:25,"Ricerca giocatori","Firenze",3,NA,"Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","11535",1,"https://www.gdrplayers.it/firenze-dd-3-5-cercasi-gruppo","asitrax","Asitrax","https://www.gdrplayers.it/author/asitrax/",2012-01-14 09:14:51,"Ricerca giocatori","Firenze",4,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","68203",1,"https://www.gdrplayers.it/firenze-dd-5-ed-gruppo-over-30-dm-cercasi","wittydii","Wittydii","https://www.gdrplayers.it/author/wittydii/",2017-08-04 12:16:35,"Ricerca giocatori","Firenze",1,NA,"Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","31810",1,"https://www.gdrplayers.it/firenze-dd-next-cerco-nuovo-elemento","lambertus","Lambertus","https://www.gdrplayers.it/author/lambertus/",2013-12-06 08:58:54,"Ricerca giocatori","Firenze",6,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","72488",1,"https://www.gdrplayers.it/firenze-dd5-cerco-gruppo-giocatori","gunslinger","Gunslinger","https://www.gdrplayers.it/author/gunslinger/",2017-11-11 18:00:17,"Ricerca giocatori","Firenze",1,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"anima prime","2492",1,"https://www.gdrplayers.it/firenze-e-dintorni-cerchiamo-giocatori-offriamo-narratori","tartarosso","TartaRosso","https://www.gdrplayers.it/author/tartarosso/",2010-09-18 11:38:09,"Ricerca giocatori","Firenze",5,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"archipelago","2492",1,"https://www.gdrplayers.it/firenze-e-dintorni-cerchiamo-giocatori-offriamo-narratori","tartarosso","TartaRosso","https://www.gdrplayers.it/author/tartarosso/",2010-09-18 11:38:09,"Ricerca giocatori","Firenze",5,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"covenant","2492",1,"https://www.gdrplayers.it/firenze-e-dintorni-cerchiamo-giocatori-offriamo-narratori","tartarosso","TartaRosso","https://www.gdrplayers.it/author/tartarosso/",2010-09-18 11:38:09,"Ricerca giocatori","Firenze",5,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"dogs in the vineyard","2492",1,"https://www.gdrplayers.it/firenze-e-dintorni-cerchiamo-giocatori-offriamo-narratori","tartarosso","TartaRosso","https://www.gdrplayers.it/author/tartarosso/",2010-09-18 11:38:09,"Ricerca giocatori","Firenze",5,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"esoterrorists","2492",1,"https://www.gdrplayers.it/firenze-e-dintorni-cerchiamo-giocatori-offriamo-narratori","tartarosso","TartaRosso","https://www.gdrplayers.it/author/tartarosso/",2010-09-18 11:38:09,"Ricerca giocatori","Firenze",5,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"polaris","2492",1,"https://www.gdrplayers.it/firenze-e-dintorni-cerchiamo-giocatori-offriamo-narratori","tartarosso","TartaRosso","https://www.gdrplayers.it/author/tartarosso/",2010-09-18 11:38:09,"Ricerca giocatori","Firenze",5,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"shock","2492",1,"https://www.gdrplayers.it/firenze-e-dintorni-cerchiamo-giocatori-offriamo-narratori","tartarosso","TartaRosso","https://www.gdrplayers.it/author/tartarosso/",2010-09-18 11:38:09,"Ricerca giocatori","Firenze",5,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"solar system","2492",1,"https://www.gdrplayers.it/firenze-e-dintorni-cerchiamo-giocatori-offriamo-narratori","tartarosso","TartaRosso","https://www.gdrplayers.it/author/tartarosso/",2010-09-18 11:38:09,"Ricerca giocatori","Firenze",5,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"spione","2492",1,"https://www.gdrplayers.it/firenze-e-dintorni-cerchiamo-giocatori-offriamo-narratori","tartarosso","TartaRosso","https://www.gdrplayers.it/author/tartarosso/",2010-09-18 11:38:09,"Ricerca giocatori","Firenze",5,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"covenant","698",1,"https://www.gdrplayers.it/firenze-e-dintorni-per-giochi-new-wave","glenda","Glenda","https://www.gdrplayers.it/author/glenda/",2010-02-16 09:23:36,"Ricerca giocatori","Firenze",6,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"dogs in the vineyard","698",1,"https://www.gdrplayers.it/firenze-e-dintorni-per-giochi-new-wave","glenda","Glenda","https://www.gdrplayers.it/author/glenda/",2010-02-16 09:23:36,"Ricerca giocatori","Firenze",6,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"esoterrorists","698",1,"https://www.gdrplayers.it/firenze-e-dintorni-per-giochi-new-wave","glenda","Glenda","https://www.gdrplayers.it/author/glenda/",2010-02-16 09:23:36,"Ricerca giocatori","Firenze",6,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"penny for my thoughts","698",1,"https://www.gdrplayers.it/firenze-e-dintorni-per-giochi-new-wave","glenda","Glenda","https://www.gdrplayers.it/author/glenda/",2010-02-16 09:23:36,"Ricerca giocatori","Firenze",6,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"polaris","698",1,"https://www.gdrplayers.it/firenze-e-dintorni-per-giochi-new-wave","glenda","Glenda","https://www.gdrplayers.it/author/glenda/",2010-02-16 09:23:36,"Ricerca giocatori","Firenze",6,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"shock","698",1,"https://www.gdrplayers.it/firenze-e-dintorni-per-giochi-new-wave","glenda","Glenda","https://www.gdrplayers.it/author/glenda/",2010-02-16 09:23:36,"Ricerca giocatori","Firenze",6,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"spione","698",1,"https://www.gdrplayers.it/firenze-e-dintorni-per-giochi-new-wave","glenda","Glenda","https://www.gdrplayers.it/author/glenda/",2010-02-16 09:23:36,"Ricerca giocatori","Firenze",6,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","23298",1,"https://www.gdrplayers.it/firenze-e-provincia-cercasi-giocatori-di-ruolo-per-nuovo-gruppo","jacas","Jacas","https://www.gdrplayers.it/author/jacas/",2013-04-18 15:47:52,"Ricerca giocatori","Firenze",12,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","2915",1,"https://www.gdrplayers.it/firenze-giocatore-cerca-gruppo-per-dd-3-5","gearray","GearRay","https://www.gdrplayers.it/author/gearray/",2010-10-08 17:48:48,"Ricerca giocatori","Firenze",1,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","42630",1,"https://www.gdrplayers.it/firenze-giocatore-cerca-gruppo","rhaten","Rhaten","https://www.gdrplayers.it/author/rhaten/",2014-12-06 09:15:26,"Ricerca giocatori","Firenze",9,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","36034",1,"https://www.gdrplayers.it/firenze-giocatori-cartaceo-boardgame-cercasi","macs","Macs","https://www.gdrplayers.it/author/macs/",2014-04-11 14:23:14,"Ricerca giocatori","Firenze",12,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"pathfinder","36034",1,"https://www.gdrplayers.it/firenze-giocatori-cartaceo-boardgame-cercasi","macs","Macs","https://www.gdrplayers.it/author/macs/",2014-04-11 14:23:14,"Ricerca giocatori","Firenze",12,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","48808",1,"https://www.gdrplayers.it/firenze-gruppo-cerca-nuovi-membri","maurizio84","Maurizio84","https://www.gdrplayers.it/author/maurizio84/",2015-09-03 18:27:05,"Ricerca giocatori","Firenze",1,NA,"Firenze","FI","Toscana","43,7744400000","11,2580600000"
"pathfinder","48808",1,"https://www.gdrplayers.it/firenze-gruppo-cerca-nuovi-membri","maurizio84","Maurizio84","https://www.gdrplayers.it/author/maurizio84/",2015-09-03 18:27:05,"Ricerca giocatori","Firenze",1,NA,"Firenze","FI","Toscana","43,7744400000","11,2580600000"
"warhammer","20258",1,"https://www.gdrplayers.it/firenze-martelli-da-guerra","lepracauno","lepracauno","https://www.gdrplayers.it/author/lepracauno/",2013-01-17 08:55:40,"Ricerca giocatori","Firenze",0,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","59254",1,"https://www.gdrplayers.it/firenze-master-cerca-gruppogiocatori","gunslinger","Gunslinger","https://www.gdrplayers.it/author/gunslinger/",2016-11-10 12:00:30,"Ricerca giocatori","Firenze",4,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"gurps","59254",1,"https://www.gdrplayers.it/firenze-master-cerca-gruppogiocatori","gunslinger","Gunslinger","https://www.gdrplayers.it/author/gunslinger/",2016-11-10 12:00:30,"Ricerca giocatori","Firenze",4,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"numenera","59254",1,"https://www.gdrplayers.it/firenze-master-cerca-gruppogiocatori","gunslinger","Gunslinger","https://www.gdrplayers.it/author/gunslinger/",2016-11-10 12:00:30,"Ricerca giocatori","Firenze",4,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"warhammer","59254",1,"https://www.gdrplayers.it/firenze-master-cerca-gruppogiocatori","gunslinger","Gunslinger","https://www.gdrplayers.it/author/gunslinger/",2016-11-10 12:00:30,"Ricerca giocatori","Firenze",4,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"world of darkness","59254",1,"https://www.gdrplayers.it/firenze-master-cerca-gruppogiocatori","gunslinger","Gunslinger","https://www.gdrplayers.it/author/gunslinger/",2016-11-10 12:00:30,"Ricerca giocatori","Firenze",4,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"call of cthulhu","59391",1,"https://www.gdrplayers.it/firenze-online-cerco-gruppo-dd-pathfinder-richiamo-cthulhu-alba-cthulhu","ptk042","ptk042","https://www.gdrplayers.it/author/ptk042/",2016-11-13 11:57:42,"Ricerca giocatori","Firenze",2,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","59391",1,"https://www.gdrplayers.it/firenze-online-cerco-gruppo-dd-pathfinder-richiamo-cthulhu-alba-cthulhu","ptk042","ptk042","https://www.gdrplayers.it/author/ptk042/",2016-11-13 11:57:42,"Ricerca giocatori","Firenze",2,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
