"id","title","authors","book.type","genres","settings","system","awards","edition","year","editions.num","rating","rank","url","img.url","title.abbreviated","main.genre","sub.genre"
2049,"Gamma World Player's Handbook","Bruce Baugh, Ian Eller, Lizard, Mikko Rautalahti, Geoff Skellams","Core Rules","Post-Apocalypse","Gamma World","d20 Modern","","White Wolf Publishing: Sword & Sorcery",2003,NA,5.17,1104,"https://index.rpg.net/display-entry.phtml?mainid=2049","https://www.rpg.net/pictures/cache/picthumb660-medium.jpg","gamma world player s handbook","Post-Apocalypse","Post-Apocalypse"
20492,"Lamentations of the Flame Princess Player Core Book: Rules & Magic","James Edward Raggi IV","Core Rules","Fantasy / Weird","Weird New World",NA,"",NA,NA,2,6.07,408,"https://index.rpg.net/display-entry.phtml?mainid=20492","https://www.rpg.net/pictures/cache/picthumb26800-medium.jpg","lamentations of the flame princess player core book rules magic","Fantasy","Weird"
20493,"Whitehack Second Edition","Christian Mehrstam","Core Rules","Fantasy / Grim","White Curse",NA,"","Whitehack Second Edition",NA,2,NA,1880,"https://index.rpg.net/display-entry.phtml?mainid=20493","https://www.rpg.net/pictures/show-pic.phtml?picid=25745","whitehack second edition","Fantasy","Grim"
20494,"Beyond the Wall and Other Adventures","John Cocking, Peter S. Williams","Core Rules","Fantasy","Generic","Beyond the Wall and Other Adventures","","Flatland Games",2013,NA,NA,2089,"https://index.rpg.net/display-entry.phtml?mainid=20494","https://www.rpg.net/pictures/cache/picthumb26804-medium.jpg","beyond the wall and other adventures","Fantasy","Fantasy"
20507,"Mutants & Marvels","Tom Doolan","Core Rules","Super Hero","Generic","Mutants & Marvels 2","","Self-published",2014,NA,NA,2256,"https://index.rpg.net/display-entry.phtml?mainid=20507","https://www.rpg.net/pictures/cache/picthumb26820-medium.jpg","mutants marvels","Super Hero","Super Hero"
20508,"Feng Shui 2","Robin D. Laws","Core Rules","Action / HKAC","The Secret War",NA,"",NA,NA,2,5.56,762,"https://index.rpg.net/display-entry.phtml?mainid=20508","https://www.rpg.net/pictures/cache/picthumb26821-medium.jpg","feng shui 2","Action","HKAC"
20509,"FASERIP","Blacky the Blackball","Core Rules","Super Hero","Generic","FASERIP","","Self-published",2015,NA,NA,1913,"https://index.rpg.net/display-entry.phtml?mainid=20509","https://www.rpg.net/pictures/cache/picthumb26823-medium.jpg","faserip","Super Hero","Super Hero"
20513,"Pandemonio: Director Guide","Rafael Chandler","Core Rules","Horror / Splatterpunk","Modern",NA,"",NA,NA,2,NA,2175,"https://index.rpg.net/display-entry.phtml?mainid=20513","https://www.rpg.net/pictures/cache/picthumb26830-medium.jpg","pandemonio director guide","Horror","Splatterpunk"
20514,"Pandemonio: Player Guide","Rafael Chandler","Core Rules","Horror / Splatterpunk","Modern",NA,"",NA,NA,2,NA,2226,"https://index.rpg.net/display-entry.phtml?mainid=20514","https://www.rpg.net/pictures/cache/picthumb26828-medium.jpg","pandemonio player guide","Horror","Splatterpunk"
20515,"Pandemonio","Rafael Chandler","Core Rules","Horror / Splatterpunk","Modern","Disciple 12 3","","Neoplastic Press",2013,NA,NA,2207,"https://index.rpg.net/display-entry.phtml?mainid=20515","https://www.rpg.net/pictures/cache/picthumb26831-medium.jpg","pandemonio","Horror","Splatterpunk"
20516,"ViewScream","Rafael Chandler","Core Rules","Horror / Science Fiction","Generic","ViewScream","","Self-published",2013,NA,NA,2291,"https://index.rpg.net/display-entry.phtml?mainid=20516","https://www.rpg.net/pictures/cache/picthumb26832-medium.jpg","viewscream","Horror","Science Fiction"
20521,"Hex Division","Rafael Chandler","Core Rules","Fantasy / Modern","Hexcommunicated","Disciple 12 2","","Self-published",2012,NA,NA,2295,"https://index.rpg.net/display-entry.phtml?mainid=20521","https://www.rpg.net/pictures/cache/picthumb26838-medium.jpg","hex division","Fantasy","Modern"
20522,"Blood, Guts & Glory","Uncredited","Core Rules","Fantasy","Generic","Blood, Guts & Glory","","Self-published",2013,NA,NA,2237,"https://index.rpg.net/display-entry.phtml?mainid=20522","https://www.rpg.net/pictures/cache/picthumb26840-medium.jpg","blood guts glory","Fantasy","Fantasy"
20525,"Codename: Spandex","Uncredited","Core Rules","Super Hero","Generic","Codename: Spandex","","Self-published",2012,NA,NA,2273,"https://index.rpg.net/display-entry.phtml?mainid=20525","https://www.rpg.net/pictures/cache/picthumb26844-medium.jpg","codename spandex","Super Hero","Super Hero"
20526,"Masks","Blacky the Blackball","Core Rules","Super Hero","Generic","Masks","","Self-published",2014,NA,NA,2248,"https://index.rpg.net/display-entry.phtml?mainid=20526","https://www.rpg.net/pictures/cache/picthumb26845-medium.jpg","masks","Super Hero","Super Hero"
20528,"Katanas & Trenchcoats","Justin Achilli, Tiara Lynn Agresta, Rose Bailey, Leonard Balsera, Cam Banks, Erik Scott de Bie, Jennifer Brozek, Brian Campbell, Dave Chalker, Brian Clevinger, Lillian Cohen-Moore, Richard Dansky, Crystal Frasier, Jess Hartley, Adam Jury, Steve Kenson, Adam Koebel, Anna Kreider, Ryan Macklin, Matthew McFarland, Nathan D. Paoletta, Josh Roby, Gareth Ryder-Hanrahan, F. Wesley Schneider, Lauren Stone, Travis Stout, Jeremy Tidwell, Clark Valentine, Ian A. A. Watson, Eddy Webb, Filamena Young","Core Rules","Horror / Humor","Modern",NA,"",NA,NA,3,NA,1788,"https://index.rpg.net/display-entry.phtml?mainid=20528","https://www.rpg.net/pictures/cache/picthumb26848-medium.jpg","katanas trenchcoats","Horror","Humor"
20529,"Rotted Capes","Pedro Barrenechea, Walt Ciechanowski, Henry Lopez","Core Rules","Super Hero / Zombie","Rotted Capes","Rotted Capes","","Paradigm Concepts",2013,NA,5.93,503,"https://index.rpg.net/display-entry.phtml?mainid=20529","https://www.rpg.net/pictures/cache/picthumb26851-medium.jpg","rotted capes","Super Hero","Zombie"
2053,"Phoenix Command","Barry Nakazono","Core Rules","Modern","Generic","Phoenix Command","","Leading Edge Games",1986,NA,5.24,1007,"https://index.rpg.net/display-entry.phtml?mainid=2053","https://www.rpg.net/pictures/cache/picthumb595-medium.jpg","phoenix command","Modern","Modern"
20531,"Magical Fury","Ewen Cluney","Core Rules","Anime / Magical Girl","Dark Fury","Dark Fury","","Yaruki Zero Games",2015,NA,5.37,931,"https://index.rpg.net/display-entry.phtml?mainid=20531","https://www.rpg.net/pictures/cache/picthumb26853-medium.jpg","magical fury","Anime","Magical Girl"
20535,"AFG: Adventure Fantasy Game","David Bowman, Paolo Greco","Core Rules","Fantasy","Generic","5MORE","","Lost Pages",2013,NA,5.09,1237,"https://index.rpg.net/display-entry.phtml?mainid=20535","https://www.rpg.net/pictures/cache/picthumb26861-medium.jpg","afg adventure fantasy game","Fantasy","Fantasy"
20545,"Basic Fantasy Role-Playing Game Beginner's Essentials","Tom Hoyt","Core Rules","Fantasy","Generic","Basic Fantasy 2","","Self-published",2011,NA,NA,2228,"https://index.rpg.net/display-entry.phtml?mainid=20545","https://www.rpg.net/pictures/cache/picthumb26878-medium.jpg","basic fantasy role playing game beginner s essentials","Fantasy","Fantasy"
20546,"Leverage Companion Vol. 1","Cam Banks, Rob Donoghue, Matt Forbeck, Laura Anne Gilman, David Hill, Ryan Macklin, Jimmy McMichael, Aaron Pavao, Elizabeth Shoemaker Sampat","Core Rules","Action / Crime","2000s","Leverage","","Margaret Weis Productions",2013,NA,NA,2262,"https://index.rpg.net/display-entry.phtml?mainid=20546","https://www.rpg.net/pictures/cache/picthumb26879-medium.jpg","leverage companion vol 1","Action","Crime"
20553,"Double Cross Roleplaying Game Core Rulebook","F.E.A.R., Shunsaku Yano","Core Rules","Anime","Double Cross","Double Cross 3","","Ver. Blue Amusement",2013,NA,5.09,1236,"https://index.rpg.net/display-entry.phtml?mainid=20553","https://www.rpg.net/pictures/cache/picthumb26896-medium.jpg","double cross roleplaying game core rulebook","Anime","Anime"
20568,"Cold Steel Wardens: Roleplaying in the Iron Age of Comics","A.P. Klosky","Core Rules","Super Hero / Iron Age","Generic","MAFIANAP","","Blackfall Press",2014,NA,5.51,829,"https://index.rpg.net/display-entry.phtml?mainid=20568","https://www.rpg.net/pictures/cache/picthumb26920-medium.jpg","cold steel wardens roleplaying in the iron age of comics","Super Hero","Iron Age"
20574,"OVA: The Anime Role-Playing Game Revised Edition","Clay Gardner","Core Rules","Anime","Generic","OVA 2","","OVA: The Anime Role-Playing Game Revised Edition",NA,NA,NA,1942,"https://index.rpg.net/display-entry.phtml?mainid=20574","https://www.rpg.net/pictures/cache/picthumb26927-medium.jpg","ova the anime role playing game revised edition","Anime","Anime"
2060,"Fate: Fantastic Adventures in Tabletop Entertainment","Robert Donoghue, Fred Hicks","Core Rules","Generic","Generic","Fate 2","Indie RPG, Indie RPG, Indie RPG, Indie RPG","Evil Hat Productions",2003,NA,7.02,101,"https://index.rpg.net/display-entry.phtml?mainid=2060","https://www.rpg.net/pictures/cache/picthumb2784-medium.jpg","fate","Generic","Generic"
2061,"Truth & Justice","Chad Underkoffler","Core Rules","Super Hero","Generic","PDQ 0","Indie RPG, ENnie, ENnie, Indie RPG, Indie RPG, Outie","Atomic Sock Monkey Press",2005,NA,7.03,96,"https://index.rpg.net/display-entry.phtml?mainid=2061","https://www.rpg.net/pictures/cache/picthumb3990-medium.jpg","truth & justice","Super Hero","Super Hero"
20617,"43 AD","Paul Elliott","Core Rules","Historical / Fantasy","43 AD",NA,"",NA,NA,2,5.21,1073,"https://index.rpg.net/display-entry.phtml?mainid=20617","https://www.rpg.net/pictures/cache/picthumb26988-medium.jpg","43 ad","Historical","Fantasy"
20619,"Grunt","Paul Elliott","Core Rules","War","Vietnam War","Grunt","","Zozer Games",2011,NA,NA,2318,"https://index.rpg.net/display-entry.phtml?mainid=20619","https://www.rpg.net/pictures/cache/picthumb26984-medium.jpg","grunt","War","War"
20634,"Skein: A Dark Fantasy SRD","Paul Mitchener, Graham Spearing","Core Rules","Fantasy / Dark","Generic","Fate / Skein","","Wordplay Games",2014,NA,NA,2313,"https://index.rpg.net/display-entry.phtml?mainid=20634","https://www.rpg.net/pictures/cache/picthumb27004-medium.jpg","skein a dark fantasy srd","Fantasy","Dark"
20635,"Wordplay Core Edition","Graham Spearing","Core Rules","Generic","Generic","Wordplay","","Wordplay Core Edition",NA,NA,NA,2310,"https://index.rpg.net/display-entry.phtml?mainid=20635","https://www.rpg.net/pictures/cache/picthumb27005-medium.jpg","wordplay core edition","Generic","Generic"
20640,"Of Gods & Heroes","Justin Bow","Core Rules","Fantasy / Mythological","Generic","Generic / One-Off System","","Green Fairy Games",2014,NA,5.51,832,"https://index.rpg.net/display-entry.phtml?mainid=20640","https://www.rpg.net/pictures/cache/picthumb27011-medium.jpg","of gods heroes","Fantasy","Mythological"
20644,"Cold & Dark","Mischa L. Thomas","Core Rules","Science Fiction / Dark","Sirius Galaxy",NA,"",NA,NA,4,6.38,274,"https://index.rpg.net/display-entry.phtml?mainid=20644","https://www.rpg.net/pictures/cache/picthumb27015-medium.jpg","cold dark","Science Fiction","Dark"
20645,"Cold and Dark Official Quick-Guide","Mischa L. Thomas","Core Rules","Science Fiction / Dark","Sirius Galaxy","Cold and Dark","","Wicked World Games 1.1",2012,NA,NA,2315,"https://index.rpg.net/display-entry.phtml?mainid=20645","https://www.rpg.net/pictures/cache/picthumb27018-medium.jpg","cold and dark official quick guide","Science Fiction","Dark"
20650,"Edara: A Steampunk Renaissance Revised","Carl Harrison, Ryan Schoon","Core Rules","Steampunk / Medieval","Edara","Edara","","Caelestis Designs",2014,NA,5.09,1235,"https://index.rpg.net/display-entry.phtml?mainid=20650","https://www.rpg.net/pictures/show-pic.phtml?picid=29210","edara a steampunk renaissance revised","Steampunk","Medieval"
20651,"World of Dew","Ben Woerner","Core Rules","Noir / Fantasy","Mythic Japan","World of Dew","","Woerner's WunderWerks",2014,NA,5.93,502,"https://index.rpg.net/display-entry.phtml?mainid=20651","https://www.rpg.net/pictures/cache/picthumb27026-medium.jpg","world of dew","Noir","Fantasy"
20666,"Spirit of 77","David Kizzia, Bob Richardson","Core Rules","Action","1970s","Spirit of 77","","Monkeyfun Studios",2015,NA,NA,1923,"https://index.rpg.net/display-entry.phtml?mainid=20666","https://www.rpg.net/pictures/cache/picthumb27043-medium.jpg","spirit of 77","Action","Action"
20673,"The World of Synnibarr 3rd Edition","Raven c.s. McCracken","Core Rules","Science Fantasy","Synnibarr","Synnibarr 3","","The World of Synnibarr 3rd Edition",NA,NA,NA,2154,"https://index.rpg.net/display-entry.phtml?mainid=20673","https://www.rpg.net/pictures/cache/picthumb27048-medium.jpg","the world of synnibarr 3rd edition","Science Fantasy","Science Fantasy"
2068,"Nexus the Infinite City","Bruce Baugh, Ian Brennan, Jose Garcia, Rob Heinsoo, Doug Hulick, Steve Kies, Robin D. Laws, Tim Toner","Core Rules","Multigenre","Nexus the Infinite City","Nexus the Infinite City","","Daedalus Entertainment",1994,NA,5.93,487,"https://index.rpg.net/display-entry.phtml?mainid=2068","https://www.rpg.net/pictures/cache/picthumb7092-medium.jpg","nexus","Multigenre","Multigenre"
20693,"Bloody Basic: Classic Edition","John M. Stater","Core Rules","Fantasy","Generic","Bloody Basic","","Bloody Basic: Classic Edition",NA,NA,NA,2284,"https://index.rpg.net/display-entry.phtml?mainid=20693","https://www.rpg.net/pictures/cache/picthumb27069-medium.jpg","bloody basic classic edition","Fantasy","Fantasy"
20694,"Bloody Basic: Contemporary Edition","John M. Stater","Core Rules","Fantasy","Generic","Bloody Basic","","Bloody Basic: Contemporary Edition",NA,NA,NA,2168,"https://index.rpg.net/display-entry.phtml?mainid=20694","https://www.rpg.net/pictures/cache/picthumb27067-medium.jpg","bloody basic contemporary edition","Fantasy","Fantasy"
20695,"Bloody Basic: Mother Goose Edition","John M. Stater","Core Rules","Fantasy / Fairy Tale","Generic","Bloody Basic","","Bloody Basic: Mother Goose Edition",NA,NA,NA,2130,"https://index.rpg.net/display-entry.phtml?mainid=20695","https://www.rpg.net/pictures/cache/picthumb27068-medium.jpg","bloody basic mother goose edition","Fantasy","Fairy Tale"
2072,"Valley of the Pharaohs","Matthew Balent","Core Rules","Fantasy / Historical","Ancient Egypt","Generic / One-Off System 0","","Palladium Books",1983,NA,5.65,691,"https://index.rpg.net/display-entry.phtml?mainid=2072","https://www.rpg.net/pictures/cache/picthumb657-medium.jpg","valley of the pharaohs","Fantasy","Historical"
20731,"Welcome Minions!","David Schirduan","Core Rules","Comedy","Generic","Welcome Minions!","","Technical Grimoire Games",2014,NA,NA,2326,"https://index.rpg.net/display-entry.phtml?mainid=20731","https://www.rpg.net/pictures/cache/picthumb27112-medium.jpg","welcome minions ","Comedy","Comedy"
20732,"Goblin Quest","Grant Howitt","Core Rules","Comedy / Fantasy","Generic","Goblin Quest","","Self-published",2015,NA,NA,1846,"https://index.rpg.net/display-entry.phtml?mainid=20732","https://www.rpg.net/pictures/cache/picthumb27113-medium.jpg","goblin quest","Comedy","Fantasy"
20733,"Havoc Brigade","Grant Howitt","Core Rules","Fantasy","Generic","Havoc Brigade","","Self-published",2014,NA,NA,2307,"https://index.rpg.net/display-entry.phtml?mainid=20733","https://www.rpg.net/pictures/cache/picthumb27114-medium.jpg","havoc brigade","Fantasy","Fantasy"
20734,"A Werewolf at Prom","Caitlynn Blocker","Core Rules","Relationship / Horror","Generic",NA,"","Self-published",2014,NA,NA,2270,"https://index.rpg.net/display-entry.phtml?mainid=20734","https://www.rpg.net/pictures/cache/picthumb27115-medium.jpg","a werewolf at prom","Relationship","Horror"
20735,"isotope","Tony Dowler","Core Rules","Post-Apocalypse","Generic","isotope","","Self-published",2014,NA,NA,2315,"https://index.rpg.net/display-entry.phtml?mainid=20735","https://www.rpg.net/pictures/cache/picthumb27116-medium.jpg","isotope","Post-Apocalypse","Post-Apocalypse"
20736,"Dream Askew","Joe Mcdaldno","Core Rules","Post-Apocalypse","Generic","Dream Askew","Indie RPG","Self-published",2013,NA,NA,2213,"https://index.rpg.net/display-entry.phtml?mainid=20736","https://www.rpg.net/pictures/show-pic.phtml?picid=29199","dream askew","Post-Apocalypse","Post-Apocalypse"
20737,"The Whispering Road","Brent P. Newhall","Core Rules","Fantasy / Childrens","Generic","The Whispering Road","Indie RPG","Self-published",2014,NA,NA,2249,"https://index.rpg.net/display-entry.phtml?mainid=20737","https://www.rpg.net/pictures/cache/picthumb27118-medium.jpg","the whispering road","Fantasy","Childrens"
20738,"Abnormal","Avery Mcdaldno","Core Rules","Horror / Body","Generic",NA,"",NA,NA,2,NA,1958,"https://index.rpg.net/display-entry.phtml?mainid=20738","https://www.rpg.net/pictures/cache/picthumb27120-medium.jpg","abnormal","Horror","Body"
20739,"Schoolgirl RPG","Ewen Cluney","Core Rules","Anime / Shojo (Girls)","Generic","Schoolgirl RPG","","Yaruki Zero Games",2014,NA,NA,2188,"https://index.rpg.net/display-entry.phtml?mainid=20739","https://www.rpg.net/pictures/cache/picthumb27121-medium.jpg","schoolgirl rpg","Anime","Shojo (Girls)"
20743,"Schoolgirl RPG: Complete Edition","Ewen Cluney","Core Rules","Anime / Shojo (Girls)","Generic",NA,"","Schoolgirl RPG: Complete Edition",NA,3,NA,1984,"https://index.rpg.net/display-entry.phtml?mainid=20743","https://www.rpg.net/pictures/cache/picthumb27126-medium.jpg","schoolgirl rpg complete edition","Anime","Shojo (Girls)"
20750,"Unsung Tales","Peter Borah","Core Rules","Fantasy / Sword & Sorcery","Generic","Generic / One-Off System","","Self-published",2012,NA,NA,2324,"https://index.rpg.net/display-entry.phtml?mainid=20750","https://www.rpg.net/pictures/cache/picthumb27134-medium.jpg","unsung tales","Fantasy","Sword & Sorcery"
20752,"Law's Out","Jacob Randolph","Core Rules","Western","Generic","Generic / One-Off System","","Liberi Gothica Games",2014,NA,NA,2266,"https://index.rpg.net/display-entry.phtml?mainid=20752","https://www.rpg.net/pictures/cache/picthumb27136-medium.jpg","law s out","Western","Western"
20753,"The Few","Joná<U+009A> Ferenc, Kry<U+009A>tof Ferenc","Core Rules","War","World War II","Generic / One-Off System","","Ecthelion2",2013,NA,NA,2301,"https://index.rpg.net/display-entry.phtml?mainid=20753","https://www.rpg.net/pictures/cache/picthumb27137-medium.jpg","the few","War","War"
20754,"Modernity: Fight the Darkness","David Reed","Core Rules","Fantasy / Modern","Modernity",NA,"",NA,NA,2,NA,2184,"https://index.rpg.net/display-entry.phtml?mainid=20754","https://www.rpg.net/pictures/cache/picthumb27138-medium.jpg","modernity fight the darkness","Fantasy","Modern"
20759,"Chomp! A Survival Horror Role Playing Game","Matt Scott, Craig Sieracki","Core Rules","Horror / Zombie","Generic","Generic / One-Off System","","FKI",2014,NA,NA,2283,"https://index.rpg.net/display-entry.phtml?mainid=20759","https://www.rpg.net/pictures/cache/picthumb27148-medium.jpg","chomp a survival horror role playing game","Horror","Zombie"
20761,"Shamblington","Levi Kornelsen","Core Rules","Fantasy / Fairy Tale","Shamblington","Generic / One-Off System","","Self-published",2014,NA,NA,2305,"https://index.rpg.net/display-entry.phtml?mainid=20761","https://www.rpg.net/pictures/cache/picthumb27299-medium.jpg","shamblington","Fantasy","Fairy Tale"
20762,"Becoming: A Game of Heroism and Sacrifice","Brian Engard","Core Rules","Fantasy","Generic",NA,"",NA,NA,4,NA,2125,"https://index.rpg.net/display-entry.phtml?mainid=20762","https://www.rpg.net/pictures/cache/picthumb27153-medium.jpg","becoming a game of heroism and sacrifice","Fantasy","Fantasy"
20763,"Forever Summer","James Desborough","Core Rules","Children","Oceanview","Generic / One-Off System","","Chronicle City",2014,NA,NA,2289,"https://index.rpg.net/display-entry.phtml?mainid=20763","https://www.rpg.net/pictures/cache/picthumb27155-medium.jpg","forever summer","Children","Children"
20764,"Alienor","macaranda","Core Rules","Generic","Generic","Generic / One-Off System","Indie RPG","Self-published",2014,NA,NA,2221,"https://index.rpg.net/display-entry.phtml?mainid=20764","https://www.rpg.net/pictures/cache/picthumb27156-medium.jpg","alienor","Generic","Generic"
20766,"Hc Svnt Dracones","Pierce Fraser","Core Rules","Science Fiction / Furry","Post-Human Sol","HSD","","Weapons Grade Funk",2014,NA,NA,2240,"https://index.rpg.net/display-entry.phtml?mainid=20766","https://www.rpg.net/pictures/cache/picthumb27158-medium.jpg","hc svnt dracones","Science Fiction","Furry"
20768,"Base Raiders","Ross Payton","Core Rules","Super Hero","Base Raiders","Fate / Base Raiders","Indie RPG, Indie RPG","Slang Design",2013,NA,5.37,933,"https://index.rpg.net/display-entry.phtml?mainid=20768","https://www.rpg.net/pictures/cache/picthumb27160-medium.jpg","base raiders","Super Hero","Super Hero"
2077,"Skyrealms of Jorune","Amy Leker, Andrew Leker, Miles Teves","Core Rules","Science Fantasy","Jorune",NA,"",NA,NA,4,6.25,327,"https://index.rpg.net/display-entry.phtml?mainid=2077","https://www.rpg.net/pictures/cache/picthumb902-medium.jpg","skyrealms of jorune","Science Fantasy","Science Fantasy"
20776,"Bootleggers: Smuggling Run","John Harper","Core Rules","Crime / Organized","1930s","Bootleggers","","one.seven design",2014,NA,NA,2216,"https://index.rpg.net/display-entry.phtml?mainid=20776","https://www.rpg.net/pictures/cache/picthumb27168-medium.jpg","bootleggers smuggling run","Crime","Organized"
20777,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"https://index.rpg.net/display-entry.phtml?mainid=20777",NA,NA,NA,NA
20778,"Callisto","Brad Murray","Core Rules","Fantasy","Generic","Generic / One-Off System","","VSCA Publishing",2014,NA,NA,2265,"https://index.rpg.net/display-entry.phtml?mainid=20778","https://www.rpg.net/pictures/cache/picthumb27169-medium.jpg","callisto","Fantasy","Fantasy"
20779,"Death School","Jason Morningstar","Core Rules","Espionage","1980s","Death School","","Bully Pulpit Games",2012,NA,NA,2293,"https://index.rpg.net/display-entry.phtml?mainid=20779","https://www.rpg.net/pictures/cache/picthumb27170-medium.jpg","death school","Espionage","Espionage"
20780,"The Bugs of Venus","Benjamin Osborn","Core Rules","Science Fiction","Earth","Bugs of Venus","","Self-published",2014,NA,NA,2297,"https://index.rpg.net/display-entry.phtml?mainid=20780","https://www.rpg.net/pictures/cache/picthumb27171-medium.jpg","the bugs of venus","Science Fiction","Science Fiction"
20781,"Midsummer Wood","Vincent Baker","Core Rules","Fantasy / Fairy Tale","Generic","Generic / One-Off System","","Self-published",2014,NA,NA,2238,"https://index.rpg.net/display-entry.phtml?mainid=20781","https://www.rpg.net/pictures/cache/picthumb27172-medium.jpg","midsummer wood","Fantasy","Fairy Tale"
20782,"Indie Mixtape: Volume 1","Meera Barry, Graypawn, Christian Griffen, Lisa Griffen, Gremlin Legions, Marc Majcher, Jason Morningstar, Brad Murray, Eric Nieudan, Scott Slomiany, Jonathan Walton, Nick Wedig, Christopher Weeks, Sara Williamson","Core Rules","Generic","Generic",NA,"Indie RPG","Corvid Sun",2014,NA,NA,2210,"https://index.rpg.net/display-entry.phtml?mainid=20782","https://www.rpg.net/pictures/cache/picthumb27173-medium.jpg","indie mixtape volume 1","Generic","Generic"
20783,"Indie Mixtape: Volume 2","Nicole Winchester , Stras Acimovic, Meery Barry, Nick Golding, Josh T. Jordan, Ryan Ó Laoithe, John LeBoeuf­Little, Hannah Madrone, Scott Slomiany, Jackson Tegu, Moyra Turkington, Jonathan Walton","Core Rules","Generic","Generic",NA,"Indie RPG","Corvid Sun",2014,NA,NA,2245,"https://index.rpg.net/display-entry.phtml?mainid=20783","https://www.rpg.net/pictures/cache/picthumb27174-medium.jpg","indie mixtape volume 2","Generic","Generic"
20784,"Indie Mixtape: Volume 3","Jonathan Walton , Vivian Abraham, Stras Acimovic, Orion Canning, Liz Gorinsky, Graypawn, GremlinLegions, Josh Jordan, John LeBoeuf-Little, Hannah Madrone, Kira Magrann, Mo, Dylan Nix, Noam Rosen, Brie Sheldon, Tayler Stokes, Jackson Tegu, Christopher Weeks","Core Rules","Generic","Generic",NA,"","Corvid Sun",2015,NA,NA,2158,"https://index.rpg.net/display-entry.phtml?mainid=20784","https://www.rpg.net/pictures/cache/picthumb27175-medium.jpg","indie mixtape volume 3","Generic","Generic"
20788,"Vampire Discotheque","Ben Lehman","Core Rules","Horror / Vampire","Generic","Generic / One-Off System","","Self-published",2014,NA,NA,2302,"https://index.rpg.net/display-entry.phtml?mainid=20788","https://www.rpg.net/pictures/cache/picthumb27181-medium.jpg","vampire discotheque","Horror","Vampire"
20790,"Sertorius","William Butler, Brendan Davis, Dan Orcutt","Core Rules","Fantasy","Gamandria","Sertorius","","Bedrock Games",2014,NA,5.79,605,"https://index.rpg.net/display-entry.phtml?mainid=20790","https://www.rpg.net/pictures/cache/picthumb27184-medium.jpg","sertorius","Fantasy","Fantasy"
20799,"Mythender","Ryan Macklin","Core Rules","Fantasy / Mythological","Mythender",NA,"",NA,NA,2,NA,2201,"https://index.rpg.net/display-entry.phtml?mainid=20799","https://www.rpg.net/pictures/cache/picthumb27198-medium.jpg","mythender","Fantasy","Mythological"
20841,"Crimson Dragon Slayer","Venger As'Nas Satanis","Core Rules","Science Fantasy","Generic",NA,"",NA,NA,2,6.46,240,"https://index.rpg.net/display-entry.phtml?mainid=20841","https://www.rpg.net/pictures/cache/picthumb27247-medium.jpg","crimson dragon slayer","Science Fantasy","Science Fantasy"
20861,"Adventures Dark and Deep Game Masters Toolkit","Joseph Bloch","Core Rules","Fantasy","Generic",NA,"",NA,NA,2,NA,2182,"https://index.rpg.net/display-entry.phtml?mainid=20861","https://www.rpg.net/pictures/cache/picthumb27284-medium.jpg","adventures dark and deep game masters toolkit","Fantasy","Fantasy"
20864,"Iron Falcon","Chris Gonnerman","Core Rules","Fantasy","Generic",NA,"",NA,NA,3,NA,2015,"https://index.rpg.net/display-entry.phtml?mainid=20864","https://www.rpg.net/pictures/cache/picthumb27291-medium.jpg","iron falcon","Fantasy","Fantasy"
20887,"Larger than Life: The Director's Cut","Ed Teixeira","Core Rules","Pulp","Generic","Larger than life","","Two Hour Wargames",2015,NA,5.51,842,"https://index.rpg.net/display-entry.phtml?mainid=20887","https://www.rpg.net/pictures/cache/picthumb27321-medium.jpg","larger than life the director s cut","Pulp","Pulp"
20894,"DayTrippers GameMasters Guide","Tod Foley","Core Rules","Science Fiction / Surrealism","Near Future",NA,"",NA,NA,2,NA,2218,"https://index.rpg.net/display-entry.phtml?mainid=20894","https://www.rpg.net/pictures/cache/picthumb27360-medium.jpg","daytrippers gamemasters guide","Science Fiction","Surrealism"
20933,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"https://index.rpg.net/display-entry.phtml?mainid=20933",NA,NA,NA,NA
20937,"Prowlers & Paragons","Leonard A. Pimentel","Core Rules","Super Hero","Generic","Prowlers & Paragons","","LakeSide Games",2013,NA,NA,2292,"https://index.rpg.net/display-entry.phtml?mainid=20937","https://www.rpg.net/pictures/cache/picthumb27399-medium.jpg","prowlers paragons","Super Hero","Super Hero"
20942,"Apocalypse Prevention, Inc. 2nd Edition","Marc Huete, Bill Keyes, Eloy Lasanta, Andrew McColl, Ryan Schoon","Core Rules","Horror / Humor","Apocalypse Prevention, Inc.","Dynamic Gaming System 2","","Apocalypse Prevention, Inc. 2nd Edition",NA,NA,NA,2231,"https://index.rpg.net/display-entry.phtml?mainid=20942","https://www.rpg.net/pictures/cache/picthumb27395-medium.jpg","apocalypse prevention inc 2nd edition","Horror","Humor"
20948,"Full Metal Plate Mail","Leonaru","Core Rules","Science Fantasy","Generic",NA,"",NA,NA,3,NA,2039,"https://index.rpg.net/display-entry.phtml?mainid=20948","https://www.rpg.net/pictures/cache/picthumb27411-medium.jpg","full metal plate mail","Science Fantasy","Science Fantasy"
20949,"The Gothic Age","Anonymous","Core Rules","Historical","15th century","Gothic  Age","","Self-published",2014,NA,NA,2299,"https://index.rpg.net/display-entry.phtml?mainid=20949","https://www.rpg.net/pictures/cache/picthumb27412-medium.jpg","the gothic age","Historical","Historical"
