"";"Rank";"Country";"Documents";"Citable.documents";"Citations";"Self-citations";"Citations.per.document";"H.index";"year"
"914";114;"Suriname";1;1;2;0;2;4;"2003"
"915";115;"Latvia";1;1;32;5;32;2;"2003"
"916";116;"Barbados";1;1;91;0;91;4;"2003"
"917";117;"Solomon Islands";1;1;0;0;0;8;"2003"
"918";118;"Viet Nam";1;1;27;0;27;23;"2003"
"919";119;"Bosnia and Herzegovina";1;1;8;5;8;6;"2003"
"920";120;"Sri Lanka";1;1;11;7;11;15;"2003"
"921";121;"Senegal";1;1;7;0;7;15;"2003"
"922";122;"Reunion";1;1;0;0;0;7;"2003"
"923";123;"Guadeloupe";1;1;18;0;18;13;"2003"
"924";124;"Malta";1;1;119;8;119;13;"2003"
"925";125;"Niger";1;1;39;1;39;14;"2003"
"926";126;"Palestine ";1;1;29;5;29;9;"2003"
"927";127;"Greenland";1;1;28;2;28;11;"2003"
"928";128;"Uruguay";1;1;0;0;0;11;"2003"
"929";129;"Northern Mariana Islands";1;1;57;2;57;5;"2003"
"930";130;"Monaco";1;1;25;0;25;14;"2003"
"931";131;"Lithuania";1;1;77;3;77;15;"2003"
"932";1;"United States";3984;3948;133351;72237;33,47;306;"2004"
"933";2;"United Kingdom";900;891;29692;7984;32,99;183;"2004"
"934";3;"Germany";881;876;29242;8384;33,19;176;"2004"
"935";4;"China";868;866;13679;9849;15,76;146;"2004"
"936";5;"Japan";858;854;20859;7493;24,31;144;"2004"
"937";6;"France";846;845;29920;9370;35,37;188;"2004"
"938";7;"Italy";643;637;18155;8489;28,23;133;"2004"
"939";8;"Canada";569;562;16041;3837;28,19;154;"2004"
"940";9;"Russian Federation";494;493;6825;1937;13,82;103;"2004"
"941";10;"Australia";396;388;11919;3388;30,1;157;"2004"
"942";11;"Switzerland";229;225;9266;1826;40,46;137;"2004"
"943";12;"Netherlands";201;199;6139;1476;30,54;121;"2004"
"944";13;"Norway";175;173;4076;1260;23,29;102;"2004"
"945";14;"India";173;171;3801;2360;21,97;80;"2004"
"946";15;"Spain";162;160;4349;1503;26,85;99;"2004"
"947";16;"Brazil";149;149;2378;802;15,96;84;"2004"
"948";17;"New Zealand";146;145;3568;1392;24,44;89;"2004"
"949";18;"Sweden";126;124;3623;664;28,75;94;"2004"
"950";19;"Mexico";120;119;2119;720;17,66;64;"2004"
"951";20;"Czech Republic";118;116;1233;431;10,45;55;"2004"
"952";21;"Austria";100;100;3125;550;31,25;81;"2004"
"953";22;"Taiwan";92;90;2536;631;27,57;82;"2004"
"954";23;"South Korea";83;82;2211;421;26,64;64;"2004"
"955";24;"Belgium";81;80;2738;423;33,8;88;"2004"
"956";25;"Denmark";74;74;2622;444;35,43;92;"2004"
"957";26;"South Africa";73;73;2285;420;31,3;82;"2004"
"958";27;"Poland";73;60;1134;187;15,53;55;"2004"
"959";28;"Hungary";71;70;946;249;13,32;52;"2004"
"960";29;"Finland";68;67;2676;487;39,35;74;"2004"
"961";30;"Greece";66;66;1679;641;25,44;74;"2004"
"962";31;"Turkey";61;60;1391;761;22,8;70;"2004"
"963";32;"Israel";53;53;2101;453;39,64;77;"2004"
"964";33;"Argentina";52;52;1110;342;21,35;57;"2004"
"965";34;"Portugal";41;41;1148;339;28;55;"2004"
"966";35;"Slovakia";36;34;239;130;6,64;38;"2004"
"967";36;"Chile";34;34;1177;309;34,62;59;"2004"
"968";37;"Ukraine";34;34;704;111;20,71;39;"2004"
"969";38;"Bulgaria";28;28;471;94;16,82;36;"2004"
"970";39;"Nigeria";27;27;68;52;2,52;19;"2004"
"971";40;"Ireland";26;26;1036;173;39,85;54;"2004"
"972";41;"Egypt";24;24;311;113;12,96;32;"2004"
"973";42;"Iran";22;22;1463;916;66,5;50;"2004"
"974";43;"Hong Kong";21;21;450;92;21,43;54;"2004"
"975";44;"Saudi Arabia";20;20;134;18;6,7;31;"2004"
"976";45;"Indonesia";19;19;287;51;15,11;50;"2004"
"977";46;"Iceland";18;18;627;122;34,83;56;"2004"
"978";47;"Zimbabwe";17;16;261;63;15,35;25;"2004"
"979";48;"Peru";14;13;301;37;21,5;36;"2004"
"980";49;"Algeria";13;13;287;137;22,08;26;"2004"
"981";50;"Philippines";12;12;105;28;8,75;24;"2004"
"982";51;"Romania";12;11;269;73;22,42;32;"2004"
"983";52;"Tanzania";12;12;253;44;21,08;22;"2004"
"984";53;"Croatia";10;10;153;56;15,3;28;"2004"
"985";54;"Viet Nam";9;8;428;94;47,56;23;"2004"
"986";55;"Ethiopia";9;9;496;129;55,11;31;"2004"
"987";56;"Morocco";9;9;323;134;35,89;33;"2004"
"988";57;"Colombia";9;9;142;12;15,78;28;"2004"
"989";58;"Estonia";9;7;197;44;21,89;29;"2004"
"990";59;"Puerto Rico";8;8;135;16;16,88;33;"2004"
"991";60;"Costa Rica";8;8;250;71;31,25;31;"2004"
"992";61;"Ecuador";7;7;209;54;29,86;32;"2004"
"993";62;"Botswana";7;7;176;30;25,14;22;"2004"
"994";63;"Malaysia";7;7;221;41;31,57;26;"2004"
"995";64;"Nepal";7;7;417;37;59,57;25;"2004"
"996";65;"Thailand";7;7;198;17;28,29;26;"2004"
"997";66;"Cuba";7;7;41;9;5,86;16;"2004"
"998";67;"Slovenia";6;4;141;12;23,5;25;"2004"
"999";68;"Venezuela";5;5;47;22;9,4;23;"2004"
"1000";69;"Jamaica";5;5;66;18;13,2;12;"2004"
"1001";70;"Pakistan";5;5;49;12;9,8;23;"2004"
"1002";71;"Armenia";5;5;59;10;11,8;12;"2004"
"1003";72;"Papua New Guinea";5;5;165;9;33;15;"2004"
"1004";73;"New Caledonia";4;4;71;7;17,75;31;"2004"
"1005";74;"El Salvador";4;4;24;3;6;11;"2004"
"1006";75;"Trinidad and Tobago";4;4;30;0;7,5;20;"2004"
"1007";76;"Guatemala";4;4;92;4;23;11;"2004"
"1008";77;"Belarus";4;4;117;11;29,25;19;"2004"
"1009";78;"Mongolia";4;4;37;10;9,25;24;"2004"
"1010";79;"Singapore";3;3;17;0;5,67;26;"2004"
"1011";80;"Luxembourg";3;3;47;8;15,67;25;"2004"
"1012";81;"Sri Lanka";3;3;107;4;35,67;15;"2004"
"1013";82;"Tajikistan";3;3;111;9;37;13;"2004"
"1014";83;"Kazakhstan";3;3;38;3;12,67;14;"2004"
"1015";84;"Syrian Arab Republic";3;3;104;6;34,67;18;"2004"
"1016";85;"Oman";3;3;76;8;25,33;22;"2004"
"1017";86;"Lithuania";3;3;8;1;2,67;15;"2004"
"1018";87;"Azerbaijan";3;3;74;19;24,67;17;"2004"
"1019";88;"Libya";3;3;67;1;22,33;7;"2004"
"1020";89;"Swaziland";3;3;47;8;15,67;8;"2004"
"1021";90;"Bolivia";2;2;41;2;20,5;19;"2004"
"1022";91;"Albania";2;2;5;2;2,5;12;"2004"
"1023";92;"Uruguay";2;2;0;0;0;11;"2004"
"1024";93;"French Polynesia";2;2;39;3;19,5;18;"2004"
"1025";94;"Brunei Darussalam";2;2;29;0;14,5;12;"2004"
"1026";95;"Georgia";2;2;8;5;4;17;"2004"
"1027";96;"Kyrgyzstan";2;2;76;12;38;20;"2004"
"1028";97;"Cameroon";2;2;86;1;43;16;"2004"
"1029";98;"Jordan";2;2;99;11;49,5;22;"2004"
"1030";99;"Ghana";2;2;37;13;18,5;16;"2004"
"1031";100;"Fiji";2;2;12;1;6;10;"2004"
"1032";101;"Eritrea";2;2;23;0;11,5;9;"2004"
"1033";102;"United Arab Emirates";2;2;17;0;8,5;18;"2004"
"1034";103;"Kenya";1;1;9;0;9;19;"2004"
"1035";104;"Kuwait";1;1;11;0;11;8;"2004"
"1036";105;"Paraguay";1;1;1;0;1;1;"2004"
"1037";106;"Uzbekistan";1;1;12;1;12;9;"2004"
"1038";107;"Côte d’Ivoire";1;1;81;3;81;11;"2004"
"1039";108;"Liechtenstein";1;1;20;0;20;5;"2004"
"1040";109;"Bosnia and Herzegovina";1;1;12;4;12;6;"2004"
"1041";110;"Bangladesh";1;1;15;2;15;11;"2004"
"1042";111;"Malta";1;1;73;4;73;13;"2004"
"1043";112;"Palestine ";1;1;63;13;63;9;"2004"
"1044";113;"Malawi";1;1;9;3;9;14;"2004"
"1045";114;"Lesotho";1;1;2;0;2;3;"2004"
"1046";115;"Uganda";1;1;16;8;16;12;"2004"
"1047";116;"Bahrain";1;1;6;0;6;3;"2004"
"1048";117;"Nicaragua";1;1;26;4;26;16;"2004"
"1049";118;"Montserrat";1;1;35;5;35;19;"2004"
"1050";119;"Lebanon";1;1;61;15;61;14;"2004"
"1051";120;"Latvia";1;1;2;0;2;2;"2004"
"1052";121;"Zambia ";1;1;11;0;11;13;"2004"
"1053";122;"Mozambique";1;1;3;0;3;10;"2004"
"1054";123;"Solomon Islands";1;1;67;5;67;8;"2004"
"1055";124;"Cyprus";1;1;11;0;11;15;"2004"
"1056";125;"Antigua and Barbuda";1;1;28;0;28;1;"2004"
"1057";126;"Gabon";1;1;0;0;0;1;"2004"
"1058";127;"Panama";1;1;55;0;55;14;"2004"
"1059";128;"Tunisia";1;1;3;1;3;14;"2004"
"1060";1;"United States";3920;3832;126543;68105;32,28;306;"2005"
"1061";2;"Germany";1007;984;28791;8501;28,59;176;"2005"
"1062";3;"China";974;972;16109;11298;16,54;146;"2005"
"1063";4;"United Kingdom";953;934;31913;9302;33,49;183;"2005"
"1064";5;"France";928;912;28476;8993;30,69;188;"2005"
"1065";6;"Japan";814;804;18056;5926;22,18;144;"2005"
"1066";7;"Italy";622;595;14364;6538;23,09;133;"2005"
"1067";8;"Canada";582;562;16963;4229;29,15;154;"2005"
"1068";9;"Russian Federation";414;410;5467;1701;13,21;103;"2005"
"1069";10;"Australia";371;366;11229;2881;30,27;157;"2005"
"1070";11;"Switzerland";235;232;8752;1671;37,24;137;"2005"
"1071";12;"Netherlands";225;221;5956;1203;26,47;121;"2005"
"1072";13;"India";209;202;4115;2140;19,69;80;"2005"
"1073";14;"Spain";200;198;5211;1808;26,06;99;"2005"
"1074";15;"Norway";180;180;5700;1817;31,67;102;"2005"
"1075";16;"New Zealand";142;137;3925;1240;27,64;89;"2005"
"1076";17;"Brazil";139;137;2746;729;19,76;84;"2005"
"1077";18;"Mexico";135;134;2218;806;16,43;64;"2005"
"1078";19;"Sweden";131;128;3489;889;26,63;94;"2005"
"1079";20;"Hungary";111;109;1054;406;9,5;52;"2005"
"1080";21;"Czech Republic";111;109;1424;467;12,83;55;"2005"
"1081";22;"Greece";110;109;1937;588;17,61;74;"2005"
"1082";23;"Austria";101;100;2601;469;25,75;81;"2005"
"1083";24;"Taiwan";100;99;2489;928;24,89;82;"2005"
"1084";25;"South Korea";99;98;2186;639;22,08;64;"2005"
"1085";26;"Denmark";98;97;3381;513;34,5;92;"2005"
"1086";27;"Belgium";96;94;3678;574;38,31;88;"2005"
"1087";28;"Poland";79;79;962;321;12,18;55;"2005"
"1088";29;"Finland";75;74;1713;618;22,84;74;"2005"
"1089";30;"Israel";72;72;2031;441;28,21;77;"2005"
"1090";31;"South Africa";68;67;1451;425;21,34;82;"2005"
"1091";32;"Turkey";63;61;1472;828;23,37;70;"2005"
"1092";33;"Argentina";55;55;1224;459;22,25;57;"2005"
"1093";34;"Slovakia";50;50;386;112;7,72;38;"2005"
"1094";35;"Chile";47;46;1241;321;26,4;59;"2005"
"1095";36;"Portugal";44;41;788;234;17,91;55;"2005"
"1096";37;"Iran";42;42;841;428;20,02;50;"2005"
"1097";38;"Ireland";41;39;1360;235;33,17;54;"2005"
"1098";39;"Ukraine";37;36;323;55;8,73;39;"2005"
"1099";40;"Nigeria";33;33;91;36;2,76;19;"2005"
"1100";41;"Egypt";31;31;345;89;11,13;32;"2005"
"1101";42;"Romania";31;31;694;276;22,39;32;"2005"
"1102";43;"Iceland";31;30;856;215;27,61;56;"2005"
"1103";44;"Hong Kong";21;20;1057;128;50,33;54;"2005"
"1104";45;"Croatia";19;19;97;24;5,11;28;"2005"
"1105";46;"Bulgaria";18;18;220;32;12,22;36;"2005"
"1106";47;"Ecuador";15;15;238;73;15,87;32;"2005"
"1107";48;"Philippines";13;13;132;4;10,15;24;"2005"
"1108";49;"Tanzania";13;13;232;48;17,85;22;"2005"
"1109";50;"Kazakhstan";12;12;61;6;5,08;14;"2005"
"1110";51;"Venezuela";12;12;447;50;37,25;23;"2005"
"1111";52;"Puerto Rico";12;12;361;19;30,08;33;"2005"
"1112";53;"Zimbabwe";11;11;168;30;15,27;25;"2005"
"1113";54;"Colombia";11;11;310;68;28,18;28;"2005"
"1114";55;"Indonesia";11;11;225;26;20,45;50;"2005"
"1115";56;"Peru";10;10;277;40;27,7;36;"2005"
"1116";57;"Thailand";10;10;379;36;37,9;26;"2005"
"1117";58;"Saudi Arabia";10;10;229;36;22,9;31;"2005"
"1118";59;"Luxembourg";9;9;188;25;20,89;25;"2005"
"1119";60;"Tunisia";9;8;118;44;13,11;14;"2005"
"1120";61;"Syrian Arab Republic";9;9;236;32;26,22;18;"2005"
"1121";62;"Morocco";9;9;292;86;32,44;33;"2005"
"1122";63;"Botswana";8;8;241;12;30,13;22;"2005"
"1123";64;"Viet Nam";8;8;115;13;14,38;23;"2005"
"1124";65;"Slovenia";8;8;144;25;18;25;"2005"
"1125";66;"Cuba";8;8;222;21;27,75;16;"2005"
"1126";67;"Costa Rica";8;8;203;27;25,38;31;"2005"
"1127";68;"Jordan";6;6;203;19;33,83;22;"2005"
"1128";69;"Northern Mariana Islands";6;6;86;14;14,33;5;"2005"
"1129";70;"Algeria";6;6;78;35;13;26;"2005"
"1130";71;"United Arab Emirates";6;6;38;2;6,33;18;"2005"
"1131";72;"Kenya";5;5;205;3;41;19;"2005"
"1132";73;"Georgia";5;5;159;20;31,8;17;"2005"
"1133";74;"Mongolia";5;5;179;25;35,8;24;"2005"
"1134";75;"Ethiopia";5;5;85;23;17;31;"2005"
"1135";76;"Cameroon";5;5;31;12;6,2;16;"2005"
"1136";77;"Estonia";5;5;41;14;8,2;29;"2005"
"1137";78;"Oman";5;5;237;4;47,4;22;"2005"
"1138";79;"Singapore";5;5;85;0;17;26;"2005"
"1139";80;"New Caledonia";5;5;145;18;29;31;"2005"
"1140";81;"Malaysia";5;5;78;10;15,6;26;"2005"
"1141";82;"Senegal";5;5;90;21;18;15;"2005"
"1142";83;"Namibia";4;4;53;6;13,25;18;"2005"
"1143";84;"Jamaica";4;4;41;8;10,25;12;"2005"
"1144";85;"Trinidad and Tobago";4;4;105;1;26,25;20;"2005"
"1145";86;"Lebanon";3;3;34;2;11,33;14;"2005"
"1146";87;"Ghana";3;3;113;13;37,67;16;"2005"
"1147";88;"Bolivia";3;3;49;2;16,33;19;"2005"
"1148";89;"Zambia ";3;3;20;2;6,67;13;"2005"
"1149";90;"Tajikistan";3;3;120;11;40;13;"2005"
"1150";91;"Armenia";3;3;147;14;49;12;"2005"
"1151";92;"Guatemala";3;3;134;1;44,67;11;"2005"
"1152";93;"Malawi";3;3;37;6;12,33;14;"2005"
"1153";94;"Faroe Islands";3;3;79;5;26,33;7;"2005"
"1154";95;"Fiji";2;2;38;3;19;10;"2005"
"1155";96;"Uganda";2;2;38;13;19;12;"2005"
"1156";97;"Montserrat";2;2;92;14;46;19;"2005"
"1157";98;"Albania";2;2;0;0;0;12;"2005"
"1158";99;"Nicaragua";2;2;145;4;72,5;16;"2005"
"1159";100;"Mozambique";2;2;30;5;15;10;"2005"
"1160";101;"Azerbaijan";2;2;128;0;64;17;"2005"
"1161";102;"Honduras";2;2;140;4;70;7;"2005"
"1162";103;"Seychelles";2;2;74;1;37;5;"2005"
"1163";104;"Nepal";2;2;4;0;2;25;"2005"
"1164";105;"Solomon Islands";2;2;61;4;30,5;8;"2005"
"1165";106;"Swaziland";2;2;24;5;12;8;"2005"
"1166";107;"Bosnia and Herzegovina";2;2;6;0;3;6;"2005"
"1167";108;"Sri Lanka";2;2;77;6;38,5;15;"2005"
"1168";109;"Kyrgyzstan";2;2;39;0;19,5;20;"2005"
"1169";110;"Palestine ";2;2;66;19;33;9;"2005"
"1170";111;"Yemen";2;2;18;4;9;16;"2005"
"1171";112;"Sudan";1;1;8;1;8;12;"2005"
"1172";113;"Bahrain";1;1;128;1;128;3;"2005"
"1173";114;"Liechtenstein";1;1;12;0;12;5;"2005"
"1174";115;"Bermuda";1;1;13;0;13;21;"2005"
"1175";116;"Barbados";1;1;0;0;0;4;"2005"
"1176";117;"Benin";1;1;46;0;46;8;"2005"
"1177";118;"El Salvador";1;1;126;1;126;11;"2005"
"1178";119;"Qatar";1;1;128;1;128;5;"2005"
"1179";120;"Panama";1;1;126;2;126;14;"2005"
"1180";121;"Belarus";1;1;29;0;29;19;"2005"
"1181";122;"Myanmar";1;1;4;0;4;6;"2005"
"1182";123;"Samoa";1;1;22;1;22;2;"2005"
"1183";124;"Cyprus";1;1;9;0;9;15;"2005"
"1184";125;"Pakistan";1;1;3;3;3;23;"2005"
"1185";126;"Burkina Faso";1;1;0;0;0;6;"2005"
"1186";127;"Mauritania";1;1;0;0;0;2;"2005"
"1187";128;"Malta";1;1;9;0;9;13;"2005"
"1188";129;"Niger";1;1;28;0;28;14;"2005"
"1189";130;"Laos";1;1;57;1;57;6;"2005"
"1190";131;"French Guiana";1;1;16;0;16;4;"2005"
"1191";132;"Belize";1;1;126;1;126;3;"2005"
"1192";133;"Kuwait";1;1;128;1;128;8;"2005"
"1193";134;"Brunei Darussalam";1;1;8;0;8;12;"2005"
"1194";135;"Iraq";1;1;128;0;128;7;"2005"
"1195";136;"Eritrea";1;1;2;2;2;9;"2005"
"1196";137;"Bhutan";1;1;13;0;13;8;"2005"
"1197";138;"Guadeloupe";1;1;22;1;22;13;"2005"
"1198";139;"Suriname";1;1;5;0;5;4;"2005"
"1199";140;"Monaco";1;1;13;0;13;14;"2005"
"1200";141;"Papua New Guinea";1;1;22;1;22;15;"2005"
"1201";142;"Lithuania";1;1;1;1;1;15;"2005"
"1202";143;"Vanuatu ";1;1;4;2;4;8;"2005"
"1203";144;"Libya";1;1;0;0;0;7;"2005"
"1204";1;"United States";4689;4597;130260;71707;27,78;306;"2006"
"1205";2;"China";1268;1260;19327;13700;15,24;146;"2006"
"1206";3;"United Kingdom";1136;1108;37230;10352;32,77;183;"2006"
"1207";4;"Germany";1031;1008;30454;9257;29,54;176;"2006"
"1208";5;"France";1017;1003;28178;8695;27,71;188;"2006"
"1209";6;"Japan";993;986;21069;6575;21,22;144;"2006"
"1210";7;"Canada";734;721;17207;4090;23,44;154;"2006"
"1211";8;"Italy";710;691;16211;6923;22,83;133;"2006"
"1212";9;"Russian Federation";679;673;7209;2123;10,62;103;"2006"
"1213";10;"Australia";465;454;13013;3253;27,98;157;"2006"
"1214";11;"Switzerland";310;304;12581;2344;40,58;137;"2006"
"1215";12;"Norway";259;253;5969;1240;23,05;102;"2006"
"1216";13;"Netherlands";258;257;8768;1467;33,98;121;"2006"
"1217";14;"Spain";248;245;7193;2169;29;99;"2006"
"1218";15;"India";229;221;5010;2287;21,88;80;"2006"
"1219";16;"Brazil";187;183;3275;881;17,51;84;"2006"
"1220";17;"New Zealand";180;180;5790;1580;32,17;89;"2006"
"1221";18;"Czech Republic";151;147;2690;766;17,81;55;"2006"
"1222";19;"Sweden";144;140;4017;775;27,9;94;"2006"
"1223";20;"South Korea";127;126;2304;558;18,14;64;"2006"
"1224";21;"Mexico";125;122;3321;562;26,57;64;"2006"
"1225";22;"Belgium";125;125;3189;610;25,51;88;"2006"
"1226";23;"Taiwan";123;122;3323;1076;27,02;82;"2006"
"1227";24;"Austria";117;114;3843;633;32,85;81;"2006"
"1228";25;"Denmark";115;112;4280;695;37,22;92;"2006"
"1229";26;"Poland";113;110;1016;361;8,99;55;"2006"
"1230";27;"Greece";104;101;2846;615;27,37;74;"2006"
"1231";28;"Israel";98;97;2719;548;27,74;77;"2006"
"1232";29;"Finland";92;91;2095;486;22,77;74;"2006"
"1233";30;"South Africa";87;86;2193;433;25,21;82;"2006"
"1234";31;"Hungary";78;77;867;166;11,12;52;"2006"
"1235";32;"Slovakia";68;65;779;169;11,46;38;"2006"
"1236";33;"Turkey";65;65;1613;656;24,82;70;"2006"
"1237";34;"Chile";64;63;1190;336;18,59;59;"2006"
"1238";35;"Portugal";62;62;1268;466;20,45;55;"2006"
"1239";36;"Argentina";48;47;1664;352;34,67;57;"2006"
"1240";37;"Ukraine";48;47;1005;59;20,94;39;"2006"
"1241";38;"Iran";47;47;2048;638;43,57;50;"2006"
"1242";39;"Hong Kong";42;41;1655;296;39,4;54;"2006"
"1243";40;"Egypt";40;40;907;92;22,68;32;"2006"
"1244";41;"Saudi Arabia";36;36;923;73;25,64;31;"2006"
"1245";42;"Bulgaria";35;33;374;69;10,69;36;"2006"
"1246";43;"Ireland";33;32;1286;117;38,97;54;"2006"
"1247";44;"Nigeria";32;32;263;50;8,22;19;"2006"
"1248";45;"Iceland";32;32;814;254;25,44;56;"2006"
"1249";46;"Croatia";26;24;292;61;11,23;28;"2006"
"1250";47;"Indonesia";25;25;523;106;20,92;50;"2006"
"1251";48;"Romania";22;22;315;83;14,32;32;"2006"
"1252";49;"Zimbabwe";19;19;437;63;23;25;"2006"
"1253";50;"Costa Rica";17;16;326;65;19,18;31;"2006"
"1254";51;"Philippines";15;15;219;33;14,6;24;"2006"
"1255";52;"Puerto Rico";14;14;225;23;16,07;33;"2006"
"1256";53;"Pakistan";14;14;318;32;22,71;23;"2006"
"1257";54;"Botswana";14;13;351;46;25,07;22;"2006"
"1258";55;"Venezuela";13;13;114;22;8,77;23;"2006"
"1259";56;"Peru";12;12;230;28;19,17;36;"2006"
"1260";57;"Morocco";11;11;234;85;21,27;33;"2006"
"1261";58;"New Caledonia";10;10;237;37;23,7;31;"2006"
"1262";59;"Malaysia";10;10;79;29;7,9;26;"2006"
"1263";60;"United Arab Emirates";10;10;77;8;7,7;18;"2006"
"1264";61;"Slovenia";10;10;140;37;14;25;"2006"
"1265";62;"Thailand";9;9;199;27;22,11;26;"2006"
"1266";63;"Georgia";8;8;567;50;70,88;17;"2006"
"1267";64;"El Salvador";8;8;55;1;6,88;11;"2006"
"1268";65;"Kazakhstan";8;8;242;5;30,25;14;"2006"
"1269";66;"Luxembourg";8;8;160;12;20;25;"2006"
"1270";67;"Oman";8;8;106;12;13,25;22;"2006"
"1271";68;"Colombia";7;7;120;61;17,14;28;"2006"
"1272";69;"Estonia";7;7;38;10;5,43;29;"2006"
"1273";70;"Kuwait";7;7;23;3;3,29;8;"2006"
"1274";71;"Algeria";6;6;145;31;24,17;26;"2006"
"1275";72;"Singapore";6;5;48;20;8;26;"2006"
"1276";73;"Ethiopia";6;6;169;51;28,17;31;"2006"
"1277";74;"Swaziland";5;5;33;4;6,6;8;"2006"
"1278";75;"Tunisia";5;5;53;14;10,6;14;"2006"
"1279";76;"Ecuador";5;5;113;27;22,6;32;"2006"
"1280";77;"Jordan";5;5;60;11;12;22;"2006"
"1281";78;"Namibia";5;5;125;12;25;18;"2006"
"1282";79;"Belarus";5;5;25;2;5;19;"2006"
"1283";80;"Bermuda";5;5;302;23;60,4;21;"2006"
"1284";81;"Mongolia";4;4;202;11;50,5;24;"2006"
"1285";82;"Viet Nam";4;4;99;12;24,75;23;"2006"
"1286";83;"Cuba";4;4;59;11;14,75;16;"2006"
"1287";84;"Sri Lanka";4;4;204;12;51;15;"2006"
"1288";85;"Uganda";4;3;208;5;52;12;"2006"
"1289";86;"Macedonia";4;4;29;7;7,25;6;"2006"
"1290";87;"Armenia";4;4;512;5;128;12;"2006"
"1291";88;"Malta";4;4;406;5;101,5;13;"2006"
"1292";89;"Zambia ";4;4;215;4;53,75;13;"2006"
"1293";90;"Tanzania";4;4;216;6;54;22;"2006"
"1294";91;"French Polynesia";4;4;171;12;42,75;18;"2006"
"1295";92;"Bangladesh";3;3;145;4;48,33;11;"2006"
"1296";93;"Democratic Republic Congo";3;3;34;1;11,33;6;"2006"
"1297";94;"Kyrgyzstan";3;3;197;10;65,67;20;"2006"
"1298";95;"Nicaragua";3;3;16;7;5,33;16;"2006"
"1299";96;"Nepal";3;3;332;22;110,67;25;"2006"
"1300";97;"Bhutan";3;3;188;5;62,67;8;"2006"
"1301";98;"Trinidad and Tobago";3;3;7;2;2,33;20;"2006"
"1302";99;"Syrian Arab Republic";3;3;588;23;196;18;"2006"
"1303";100;"Mozambique";3;3;198;6;66;10;"2006"
"1304";101;"Guadeloupe";3;3;56;7;18,67;13;"2006"
"1305";102;"Kenya";3;3;54;2;18;19;"2006"
"1306";103;"Montserrat";3;3;89;11;29,67;19;"2006"
"1307";104;"Monaco";3;3;94;10;31,33;14;"2006"
"1308";105;"Palestine ";3;3;39;11;13;9;"2006"
"1309";106;"Jamaica";2;2;887;4;443,5;12;"2006"
"1310";107;"Sudan";2;2;2;0;1;12;"2006"
"1311";108;"Uzbekistan";2;2;139;0;69,5;9;"2006"
"1312";109;"Cameroon";2;2;10;8;5;16;"2006"
"1313";110;"Cape Verde";2;2;17;5;8,5;7;"2006"
"1314";111;"Faroe Islands";2;2;27;4;13,5;7;"2006"
"1315";112;"Lebanon";2;2;561;8;280,5;14;"2006"
"1316";113;"North Korea";2;2;75;0;37,5;2;"2006"
"1317";114;"Bolivia";2;2;50;4;25;19;"2006"
"1318";115;"Congo";2;2;23;1;11,5;16;"2006"
"1319";116;"Malawi";2;2;178;6;89;14;"2006"
"1320";117;"Albania";2;2;24;3;12;12;"2006"
"1321";118;"Eritrea";2;1;1;0;0,5;9;"2006"
"1322";119;"Libya";2;2;8;1;4;7;"2006"
"1323";120;"Bosnia and Herzegovina";2;2;3;0;1,5;6;"2006"
"1324";121;"Serbia";2;2;116;5;58;14;"2006"
"1325";122;"Niger";2;2;122;2;61;14;"2006"
"1326";123;"Yemen";2;2;557;9;278,5;16;"2006"
"1327";124;"Guyana";1;1;66;0;66;4;"2006"
"1328";125;"Lithuania";1;1;0;0;0;15;"2006"
"1329";126;"Madagascar";1;1;19;0;19;14;"2006"
"1330";127;"Myanmar";1;1;3;0;3;6;"2006"
"1331";128;"Angola";1;1;4;0;4;8;"2006"
"1332";129;"Fiji";1;1;0;0;0;10;"2006"
"1333";130;"Lesotho";1;1;175;0;175;3;"2006"
"1334";131;"Reunion";1;1;7;0;7;7;"2006"
"1335";132;"Ghana";1;1;18;2;18;16;"2006"
"1336";133;"Dominican Republic";1;1;14;1;14;7;"2006"
"1337";134;"Guatemala";1;1;43;7;43;11;"2006"
"1338";135;"Maldives";1;1;0;0;0;5;"2006"
"1339";136;"Turkmenistan";1;1;138;0;138;4;"2006"
"1340";137;"Chad";1;1;112;2;112;4;"2006"
"1341";138;"Latvia";1;1;0;0;0;2;"2006"
"1342";139;"Gambia";1;1;175;0;175;1;"2006"
"1343";140;"Solomon Islands";1;1;0;0;0;8;"2006"
"1344";141;"Marshall Islands";1;1;5;0;5;1;"2006"
"1345";142;"Panama";1;1;14;2;14;14;"2006"
"1346";143;"Tajikistan";1;1;138;0;138;13;"2006"
"1347";144;"Greenland";1;1;41;0;41;11;"2006"
"1348";145;"Cyprus";1;1;8;1;8;15;"2006"
"1349";146;"Djibouti";1;1;1;0;1;3;"2006"
"1350";147;"Seychelles";1;1;175;1;175;5;"2006"
"1351";148;"Iraq";1;1;1;1;1;7;"2006"
"1352";149;"Azerbaijan";1;1;505;10;505;17;"2006"
"1353";1;"United States";4594;4497;122435;68397;26,65;306;"2007"
"1354";2;"China";1225;1215;17450;12031;14,24;146;"2007"
"1355";3;"United Kingdom";1138;1103;29662;8904;26,07;183;"2007"
"1356";4;"Germany";1103;1085;28302;8316;25,66;176;"2007"
"1357";5;"France";1093;1075;29911;9237;27,37;188;"2007"
"1358";6;"Japan";851;835;15989;5003;18,79;144;"2007"
